name,dail,prev
Antonin Scalias Head," Hey, aren't you the robot who robbed me at gunpoint last year?"," That's her right there, with the ""I'm gonna kill you Bender"" look in her eye."
Bender," No further answers, Your Honor."," Hey, aren't you the robot who robbed me at gunpoint last year?"
Fry," Please, Justice Dogg, Leela and her friends are completely innocent."," No further answers, Your Honor."
Judge Dogg, Hold up. Were you or were you not abducted by these hoes?," Please, Justice Dogg, Leela and her friends are completely innocent."
Fry," Well, abducted is such an ugly word.", Hold up. Were you or were you not abducted by these hoes?
Clarence Thomas head," Mr. Wong, the court cannot compel you to testify against your own daughter."," Well, abducted is such an ugly word."
Mr Wong," No. No, I want to. Also, I got something to say about my wife."," Mr. Wong, the court cannot compel you to testify against your own daughter."
Judge Dogg," Aw, yeah. Having heard some of the testimony over these jams I've been listening to, me and my crew will now kick it in the mix."," No. No, I want to. Also, I got something to say about my wife."
Judge," Dogg Court. Bailiff, drop it like it's legal precedent."," Aw, yeah. Having heard some of the testimony over these jams I've been listening to, me and my crew will now kick it in the mix."
Bailiff," In the matter of Leo Wong v. The Greenorita Eco-Feminist Collective, four justices vote to convict, five to acquit."," Dogg Court. Bailiff, drop it like it's legal precedent."
Antonin Scalias Head," However, since the vote was strictly along gender lines and the female justices' votes only count half, you are hereby found guilty."," In the matter of Leo Wong v. The Greenorita Eco-Feminist Collective, four justices vote to convict, five to acquit."
Ruth Ginsbergs Head," It's a humiliating and biased system, but it works."," However, since the vote was strictly along gender lines and the female justices' votes only count half, you are hereby found guilty."
Judge, Dogg Peace.," It's a humiliating and biased system, but it works."
Warden, Ladies! Welcome to Hell., Dogg Peace.
Petunia, Beats Nutley on a Saturday night., Ladies! Welcome to Hell.
Warden," This is a privately-owned for-profit prison and I run a tight, cheap ship! I've done this by cutting costs everywhere, especially on punishment. I rely on you inmates to make prison unpleasant for yourselves. You're encouraged to sexually harass new prisoners, organize no-holds-barred catfights and maintain poor hygiene.", Beats Nutley on a Saturday night.
Amy," Try and make me, copper."," This is a privately-owned for-profit prison and I run a tight, cheap ship! I've done this by cutting costs everywhere, especially on punishment. I rely on you inmates to make prison unpleasant for yourselves. You're encouraged to sexually harass new prisoners, organize no-holds-barred catfights and maintain poor hygiene."
Warden, Taste the lash of my 99-cent-store nightstick!," Try and make me, copper."
Mr Wong," Yee-ha! With the feministas in jail, it full speed ahead. You and me, Fry. We implode the violet dwarf star tomorrow. Ka-boom-boom!", Taste the lash of my 99-cent-store nightstick!
Fry, You and me?," Yee-ha! With the feministas in jail, it full speed ahead. You and me, Fry. We implode the violet dwarf star tomorrow. Ka-boom-boom!"
Mr Wong, Yeah., You and me?
Fry, Tomorrow?, Yeah.
Mr Wong, Tomorrow., Tomorrow?
Fry, Ka-boom?, Tomorrow.
Mr Wong, Ka-boom-boom!, Ka-boom?
Fry," Okay, Leo Wong's about to destroy the violet dwarf. So, whatever I need to know to stop him, tell me now.", Ka-boom-boom!
Nine," Alas! Stopping Wong isn't the only problem. One of the Dark Ones will try to stop you from stopping him. So, you must stop it from stopping you from stopping him."," Okay, Leo Wong's about to destroy the violet dwarf. So, whatever I need to know to stop him, tell me now."
Fry, But how can I stop it stop me stop him?," Alas! Stopping Wong isn't the only problem. One of the Dark Ones will try to stop you from stopping him. So, you must stop it from stopping you from stopping him."
Nine," Stop it! Behold, the Omega Device.", But how can I stop it stop me stop him?
Fry," That's it? The name ""Omega Device"" sort of conjured up something cooler looking. Not that I'm disappointed or anything."," Stop it! Behold, the Omega Device."
Nine, The important thing is what's inside.," That's it? The name ""Omega Device"" sort of conjured up something cooler looking. Not that I'm disappointed or anything."
Fry, What does that look like?, The important thing is what's inside.
Hutch," No one knows, man. It was invented by a blind inventor, and the one dude he described it to was deaf.", What does that look like?
Mad Fellow, So the legend goes.," No one knows, man. It was invented by a blind inventor, and the one dude he described it to was deaf."
Nine," When activated, the device will emit a localized blast of delta-band noise to momentarily disable the Dark One.", So the legend goes.
Fry, Like farting in a tent?," When activated, the device will emit a localized blast of delta-band noise to momentarily disable the Dark One."
Nine," No, an elevator. Which is why you must strike the enemy at point blank range!", Like farting in a tent?
Fry," But the Dark One could look like anything or anyone, right?"," No, an elevator. Which is why you must strike the enemy at point blank range!"
Hutch, Or anywhere.," But the Dark One could look like anything or anyone, right?"
Fry," So, what's your plan to recognize it?", Or anywhere.
Nine, We don't have one.," So, what's your plan to recognize it?"
Fry, Got it., We don't have one.
Hutch," Oh, man! Anyone got some tape or some gum?", Got it.
Nine," As my colleague indicated, the plan cannot come from us, Fry. We were counting on you and your unreadable brain to come up with something."," Oh, man! Anyone got some tape or some gum?"
Fry, That was a mistake.," As my colleague indicated, the plan cannot come from us, Fry. We were counting on you and your unreadable brain to come up with something."
Nine, I see that now., That was a mistake.
Hutch," Freaky thing is, the Dark Ones' thoughts are unreadable, just like yours.", I see that now.
Nine," Yes, if we dared unwrap our heads, we could easily locate the one other being whose mind we can't read. The Dark One!"," Freaky thing is, the Dark Ones' thoughts are unreadable, just like yours."
Hutch, But then the Dark One would read our minds and crush them like blood pumpkins.," Yes, if we dared unwrap our heads, we could easily locate the one other being whose mind we can't read. The Dark One!"
Fry, Wait. I can read minds and my mind can't be read. I have a plan., But then the Dark One would read our minds and crush them like blood pumpkins.
Nine," Great. Whatever it is, don't tell us.", Wait. I can read minds and my mind can't be read. I have a plan.
Hutch, Wait. Fry can read minds and his mind can't be read. So he can safely scan for the Dark One...," Great. Whatever it is, don't tell us."
Nine, Shut up! Shut up!, Wait. Fry can read minds and his mind can't be read. So he can safely scan for the Dark One...
Hutch, ...whose mind can't be read..., Shut up! Shut up!
Mysterious Sinister Voice," Leela, time is running out. We must get to the violet star.", ...whose mind can't be read...
Leela," Okay, okay. Shut up, already."," Leela, time is running out. We must get to the violet star."
Dixie," Nobody's talking, Leela."," Okay, okay. Shut up, already."
Trixie, We're just painting each other's toenails with rat blood.," Nobody's talking, Leela."
Warden," Lights out, ladies! Those compact fluorescent bulbs waste pennies a day.", We're just painting each other's toenails with rat blood.
Leela," Okay, feministas, all clear."," Lights out, ladies! Those compact fluorescent bulbs waste pennies a day."
Amy, Whoa!," Okay, feministas, all clear."
Linda, We now go live to Leela with the escape plan. Leela?, Whoa!
Leela," Thanks, Linda. Now we're in here because we tried to save endangered wildlife. So this time, endangered wildlife will save us.", We now go live to Leela with the escape plan. Leela?
Amy, The Martian muck leech.," Thanks, Linda. Now we're in here because we tried to save endangered wildlife. So this time, endangered wildlife will save us."
Leela, Little cutie almost sucked me dry., The Martian muck leech.
LaBarbara, Look at him go. Like a green snake through a sugarcane cake., Little cutie almost sucked me dry.
Hermes on her cell phone, Keep trying., Look at him go. Like a green snake through a sugarcane cake.
Morbo," Our top story. The universe's most wanted eco-feminists are now behind bars, including gang leader, Turanga Leela. AKA, the Notorious B-I-Itch.", Keep trying.
Zoidberg," We finished un-pinking the ship, Hubert. Now what?"," Our top story. The universe's most wanted eco-feminists are now behind bars, including gang leader, Turanga Leela. AKA, the Notorious B-I-Itch."
Farnsworth," Now we get back to work. And if that means destroying an ecosystem or two, so be it."," We finished un-pinking the ship, Hubert. Now what?"
Zoidberg," I just meant without our good friends Fry, Leela, Amy and the robut."," Now we get back to work. And if that means destroying an ecosystem or two, so be it."
