,0,raw,name
26326,"Amy: Be careful, my little, teeny, greeny weenie.
","Amy: Be careful, my little, teeny, greeny weenie.
",Amy
26327,"Zapp (grabbing/covering his groin): That's just a fungal infection... Oh, she's talking to you, Kif.
","Zapp (grabbing/covering his groin): That's just a fungal infection... Oh, she's talking to you, Kif.
",Zapp (grabbing/covering his groin)
26328,"Kif
","Kif
","Kif
"
26329,"Bender (to Calculon): Wow, how come humans get to do all the fun stuff? This is exactly the sort of thing that ought to be handled by (whispering) The League of Robots.
","Bender (to Calculon): Wow, how come humans get to do all the fun stuff? This is exactly the sort of thing that ought to be handled by (whispering) The League of Robots.
",Bender (to Calculon)
26330,"Calculon: (He laughs.) That's adorable, Bender. You actually believe in the League of Robots?
","Calculon: (He laughs.) That's adorable, Bender. You actually believe in the League of Robots?
",Calculon
26331,"Bender: You mean, there's really no such thing? Then who's there to mete out justice when an outdated robot is melted into belt buckles? Who's there to defend our honour when a rude human brings a blush to a robo-virgin's cheek?
","Bender: You mean, there's really no such thing? Then who's there to mete out justice when an outdated robot is melted into belt buckles? Who's there to defend our honour when a rude human brings a blush to a robo-virgin's cheek?
",Bender
26332,"Calculon: No one.
","Calculon: No one.
",Calculon
26333,"Bender: Oh.
","Bender: Oh.
",Bender
26334,"Bender (VO): Now that I know robots are worthless, with no League of Robots to protect us from the fleshy menace known as man, I have resolved to kill myself. In lieu of flowers, please beat yourselves in the face with rusty chains. Your friend, Bender.
","Bender (VO): Now that I know robots are worthless, with no League of Robots to protect us from the fleshy menace known as man, I have resolved to kill myself. In lieu of flowers, please beat yourselves in the face with rusty chains. Your friend, Bender.
",Bender (VO)
26335,"Zoidberg: Ow.
","Zoidberg: Ow.
",Zoidberg
26336,"Suicide Booth: Please select mode of death.
","Suicide Booth: Please select mode of death.
",Suicide Booth
26337,"Bender: Clumsy bludgeoning, please.
","Bender: Clumsy bludgeoning, please.
",Bender
26338,"Suicide Booth: You have selected clumsy bludgeoning. For an additional $10, would you like your eyes scooped out with a melon-baller?
","Suicide Booth: You have selected clumsy bludgeoning. For an additional $10, would you like your eyes scooped out with a melon-baller?
",Suicide Booth
26339,"Bender: What the heck, I'll treat myself.
","Bender: What the heck, I'll treat myself.
",Bender
26340,"Zapp: Enemy in range. Prepare to launch universe-to-universe missile.
","Zapp: Enemy in range. Prepare to launch universe-to-universe missile.
",Zapp
26341,"Kif
","Kif
","Kif
"
26342,"Zapp: Hell of a thing to send a universe to certain doom. Fun, though. Makes a man feel big.
","Zapp: Hell of a thing to send a universe to certain doom. Fun, though. Makes a man feel big.
",Zapp
26343,"Bender (tapping his foot): Come on, come on, I didn't ask to die of boredom!
","Bender (tapping his foot): Come on, come on, I didn't ask to die of boredom!
",Bender (tapping his foot)
26344,"Suicide Booth
","Suicide Booth
","Suicide Booth
"
26345,"Bender: What's... What's happening?
","Bender: What's... What's happening?
",Bender
26346,"Hooded Robot: Kneel before the candle.
","Hooded Robot: Kneel before the candle.
",Hooded Robot
26347,"Bender: Don't hurt me! I'll betray anyone!
","Bender: Don't hurt me! I'll betray anyone!
",Bender
26348,"Hooded Robot: Bender Bending Rodriguez...
","Hooded Robot: Bender Bending Rodriguez...
",Hooded Robot
26349,"Calculon Welcome to the League of Robots!
","Calculon Welcome to the League of Robots!
","Calculon Welcome to the League of Robots!
"
26350,"Zapp
","Zapp
","Zapp
"
26351,"Francine: Missile jam. Missile jam.
","Francine: Missile jam. Missile jam.
",Francine
26352,"Zapp: I heard you the first time, Francine.
","Zapp: I heard you the first time, Francine.
",Zapp
26353,"Francine: Sorry.
","Francine: Sorry.
",Francine
26354,"Zapp
","Zapp
","Zapp
"
26355,"Calculon: Tell us, Bender. Are you worthy of membership in the League?
","Calculon: Tell us, Bender. Are you worthy of membership in the League?
",Calculon
26356,"Bender: Worthier than the average robot.
","Bender: Worthier than the average robot.
",Bender
26357,"Calculon Upon each step is a test.
","Calculon Upon each step is a test.
","Calculon Upon each step is a test.
"
26358,"Bender: Okay, but if it's culturally biased, I'm suing your ass.
","Bender: Okay, but if it's culturally biased, I'm suing your ass.
",Bender
26359,"Calculon
","Calculon
","Calculon
"
26360,"British Robot: Quite right, quite so.
","British Robot: Quite right, quite so.
",British Robot
26361,"ALL: Drink the mug! Drink the mug!
","ALL: Drink the mug! Drink the mug!
",ALL
26362,"Bender
","Bender
","Bender
"
26363,"ALL: Hurray!
","ALL: Hurray!
",ALL
26364,"Hedonism Bot: The test of the flagon!
","Hedonism Bot: The test of the flagon!
",Hedonism Bot
26365,"ALL: Drink the flagon! Drink the flagon!
","ALL: Drink the flagon! Drink the flagon!
",ALL
26366,"Bender: Are all the tests going to involve drinking?
","Bender: Are all the tests going to involve drinking?
",Bender
26367,"Calculon: It never occurred to me before, but yes.
","Calculon: It never occurred to me before, but yes.
",Calculon
26368,"Bender
","Bender
","Bender
"
26369,"Zapp: Ready yet, Kif?
","Zapp: Ready yet, Kif?
",Zapp
26370,"Kif (tinkering with the missile, legs hanging out of the missile bay)
","Kif (tinkering with the missile, legs hanging out of the missile bay)
","Kif (tinkering with the missile, legs hanging out of the missile bay)
"
26371,"Kif
","Kif
","Kif
"
26372,"Billionaire Bot
","Billionaire Bot
","Billionaire Bot
"
26373,"Calculon
","Calculon
","Calculon
"
26374,"Fender: That's right, baby!
","Fender: That's right, baby!
",Fender
26375,"Bender: Hot diggity daffodil!
","Bender: Hot diggity daffodil!
",Bender
26376,"Fry: And so, to everyone and everything I've ever known, I say my last goodbye.
","Fry: And so, to everyone and everything I've ever known, I say my last goodbye.
",Fry
26377,"Kif: Hello. So, how are you, Fry?
","Kif: Hello. So, how are you, Fry?
",Kif
26378,"Fry: Pretty good. You?
","Fry: Pretty good. You?
",Fry
26379,"Kif Well... Oh.
","Kif Well... Oh.
","Kif Well... Oh.
"
26380,"Zapp
","Zapp
","Zapp
"
26381,"Amy (sobbing): At least Kiffy died quickly.
","Amy (sobbing): At least Kiffy died quickly.
",Amy (sobbing)
26382,"Hermes: Yes, but according to the Old Farmer's Wikipedia, the amazing thing about Kif's species is that the remains continue suffering for up to six hours after death.
","Hermes: Yes, but according to the Old Farmer's Wikipedia, the amazing thing about Kif's species is that the remains continue suffering for up to six hours after death.
",Hermes
26383,"Amy (sobbing): That's so interesting!
","Amy (sobbing): That's so interesting!
",Amy (sobbing)
26384,"Bender: Don't ask where I was last night. For all you know, I was at home, perhaps baking a strudel. What's her problem? Somebody die or something?
","Bender: Don't ask where I was last night. For all you know, I was at home, perhaps baking a strudel. What's her problem? Somebody die or something?
",Bender
26385,"Leela: Kif's dead, Bender.
","Leela: Kif's dead, Bender.
",Leela
26386,"Bender: Nailed it!
","Bender: Nailed it!
",Bender
26387,"Zapp
","Zapp
","Zapp
"
26388,"Mrs. Wong: We so sorry, Mr. and Mrs. Kroker. Terrible shame about Froggy.
","Mrs. Wong: We so sorry, Mr. and Mrs. Kroker. Terrible shame about Froggy.
",Mrs. Wong
26389,"Mrs. Kroker: Thank you for your kind words.
","Mrs. Kroker: Thank you for your kind words.
",Mrs. Kroker
26390,"Mr. Wong
","Mr. Wong
","Mr. Wong
"
26391,"Bender This is from the league of you-don't-need-to-know.
","Bender This is from the league of you-don't-need-to-know.
","Bender This is from the league of you-don't-need-to-know.
"
26392,"Grand Midwife: I am the grand funeral director!
","Grand Midwife: I am the grand funeral director!
",Grand Midwife
26393,"Zoidberg: Do you validate parking?
","Zoidberg: Do you validate parking?
",Zoidberg
26394,"Grand Midwife
","Grand Midwife
","Grand Midwife
"
26395,"Leela: Whack the bottle!
","Leela: Whack the bottle!
",Leela
26396,"Hermes: No, from the bottom ! It works better!
","Hermes: No, from the bottom ! It works better!
",Hermes
26397,"Amy (sobbing): Just stick a butter knife in it!
","Amy (sobbing): Just stick a butter knife in it!
",Amy (sobbing)
26398,"Grand Midwife There, I got most of it. The burial is complete. I will now sing the sacred hymn. It's not part of the ceremony, just a little something that I wrote.
","Grand Midwife There, I got most of it. The burial is complete. I will now sing the sacred hymn. It's not part of the ceremony, just a little something that I wrote.
","Grand Midwife There, I got most of it. The burial is complete. I will now sing the sacred hymn. It's not part of the ceremony, just a little something that I wrote.
"
26399,"Bender (interrupting the song): Next!
","Bender (interrupting the song): Next!
",Bender (interrupting the song)
26400,"Amy: It may sound strange, but seeing Kif's mutilated remains poured into the mud made me really sad.
","Amy: It may sound strange, but seeing Kif's mutilated remains poured into the mud made me really sad.
",Amy
26401,"Leela: Mutilation is never easy.
","Leela: Mutilation is never easy.
",Leela
26402,"Amy (crying): I don't think I'll ever love again.
","Amy (crying): I don't think I'll ever love again.
",Amy (crying)
26403,"Leela: Oh, you don't mean that. Love can surprise you at any time in your life.
","Leela: Oh, you don't mean that. Love can surprise you at any time in your life.
",Leela
26404,"Zapp
","Zapp
","Zapp
"
26405,"Fry
","Fry
","Fry
"
26406,"URL
","URL
","URL
"
26407,"Farnsworth: Regular or conjugal?
","Farnsworth: Regular or conjugal?
",Farnsworth
26408,"URL She looked like a freak to me.
","URL She looked like a freak to me.
","URL She looked like a freak to me.
"
26409,"Leela
","Leela
","Leela
"
26410,"Farnsworth: I don't understand. Are you winking or blinking?
","Farnsworth: I don't understand. Are you winking or blinking?
",Farnsworth
26411,"Leela Hang on a second.
","Leela Hang on a second.
","Leela Hang on a second.
"
26412,"Farnsworth: Got it!
","Farnsworth: Got it!
",Farnsworth
26413,"Bender: Ahh, yes, I'm here to repair my horse.
","Bender: Ahh, yes, I'm here to repair my horse.
",Bender
26414,"Shop Owner: Is the horse's name (whispers) Hot Beans?
","Shop Owner: Is the horse's name (whispers) Hot Beans?
",Shop Owner
26415,"Bender: No! I mean, yes.
","Bender: No! I mean, yes.
",Bender
26416,"British Robot: So it seems a human had been rather injured by a knife, and as his... As his blood, you know, I think that's what they call it...
","British Robot: So it seems a human had been rather injured by a knife, and as his... As his blood, you know, I think that's what they call it...
",British Robot
26417,"Calculon: Quite correct, sir. Blather on!
","Calculon: Quite correct, sir. Blather on!
",Calculon
26418,"British Robot but he was unable to complete his thought, you see, being as he had died. So, taking him at his word, we dragged his corpse to the waterfront, whereupon the seagulls fed upon it.
","British Robot but he was unable to complete his thought, you see, being as he had died. So, taking him at his word, we dragged his corpse to the waterfront, whereupon the seagulls fed upon it.
","British Robot but he was unable to complete his thought, you see, being as he had died. So, taking him at his word, we dragged his corpse to the waterfront, whereupon the seagulls fed upon it.
"
26419,"Bender: Humans are dumb and they die easy!
","Bender: Humans are dumb and they die easy!
",Bender
26420,"Hedonism Bot: Quite!
","Hedonism Bot: Quite!
",Hedonism Bot
26421,"Billionaire Bot Cost me a king's ransom. Made from a king, don't you know!
","Billionaire Bot Cost me a king's ransom. Made from a king, don't you know!
","Billionaire Bot Cost me a king's ransom. Made from a king, don't you know!
"
26422,"Hedonism Bot: Oh, how repulsively decadent!
","Hedonism Bot: Oh, how repulsively decadent!
",Hedonism Bot
26423,"Billionaire Bot: Yes. But more importantly, it allows me to see the smiling faces of my children for the first time since I lost my vision in that horrible banking accident.
","Billionaire Bot: Yes. But more importantly, it allows me to see the smiling faces of my children for the first time since I lost my vision in that horrible banking accident.
",Billionaire Bot
26424,"Bender
","Bender
","Bender
"
26425,"Hedonism Bot: I say!
","Hedonism Bot: I say!
",Hedonism Bot
26426,"Billionaire Bot: I'm blind!
","Billionaire Bot: I'm blind!
",Billionaire Bot
26427,"Calculon: My God, Bender! This is a civilized organization! The rules specifically...
","Calculon: My God, Bender! This is a civilized organization! The rules specifically...
",Calculon
26428,"Bender May I make a point of order, President Calculon?
","Bender May I make a point of order, President Calculon?
","Bender May I make a point of order, President Calculon?
"
26429,"Calculon: Must you?
","Calculon: Must you?
",Calculon
26430,"Bender: Yes.
","Bender: Yes.
",Bender
26431,"Bender: The bylaws specifically state that no human may set foot in the League of Robots! If he has a human part, he's part human!
","Bender: The bylaws specifically state that no human may set foot in the League of Robots! If he has a human part, he's part human!
",Bender
26432,"Hedonism Bot: Oh, my! Then I too have a human part I must expel. And I plan to enjoy the experience. Ta-ta !
","Hedonism Bot: Oh, my! Then I too have a human part I must expel. And I plan to enjoy the experience. Ta-ta !
",Hedonism Bot
